year,type,state,constituencyNo,constituencyName,district,turnout,turnoutTrend,candidateName,candidateNameKn,party,votes,votePercentage,status,criminalCases,seriousCriminalCases,assets,liabilities,education,age,profession,affidavitUrl,sourceUrl
2023,assembly,Karnataka,176,Bangalore South,Bangalore,51.6,0,Raju,,IND,217,0.06,LOST,,,,,Graduate,36,Other,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,176,Bangalore South,Bangalore,51.6,0,Altin Anthony Raj,,IND,183,0.05,LOST,,,,,5th Pass,55,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,177,Anekal,Bangalore,61.85,0,B. SHIVANNA,,INC,134797,53.55,WINNER,,,,,Post Graduate,56,Business; Social Work,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,177,Anekal,Bangalore,61.85,0,SRINIVAS. C. HULLAHALLI,,BJP,103472,41.11,RUNNER-UP,,,,,10th Pass,47,Business; Agriculture,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,177,Anekal,Bangalore,61.85,0,K. P. RAJU,,JD(S),6415,2.55,LOST,,,,,12th Pass,52,Agriculture; Social Work,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,177,Anekal,Bangalore,61.85,0,NOTA,,None of the Above,2354,0.94,LOST,,,,,,,,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,177,Anekal,Bangalore,61.85,0,DR. CHINNAPPA Y. CHIKKAHAGADE,,BSP,1285,0.51,LOST,,,,,Graduate,47,Liberal Profession or Professional - Journalist or Editor; Social Work,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,177,Anekal,Bangalore,61.85,0,ANBURAJ,,Karnataka Rashtra Samithi,851,0.34,LOST,,,,,8th Pass,52,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,177,Anekal,Bangalore,61.85,0,MUNESHA. M,,AAAP,818,0.32,LOST,,,,,Graduate,37,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,177,Anekal,Bangalore,61.85,0,G. NAGARAJU,,IND,758,0.3,LOST,,,,,5th Pass,69,Business,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,177,Anekal,Bangalore,61.85,0,BYATARAJU. N,,RPI(A),322,0.13,LOST,,,,,5th Pass,38,Other,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,177,Anekal,Bangalore,61.85,0,GOWRAMMA. J,,IND,277,0.11,LOST,,,,,5th Pass,51,Social Work,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,177,Anekal,Bangalore,61.85,0,MUNIKRISHNAPPA MURUGA,,IND,190,0.08,LOST,,,,,Literate,46,Liberal Profession or Professional - Musician or Artist; Agriculture,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
2023,assembly,Karnataka,177,Anekal,Bangalore,61.85,0,M. RAMESH,,IND,163,0.06,LOST,,,,,10th Pass,50,Other,,https://data.opencity.in/dataset/karnataka-assembly-elections-2023/resource/6feb2ac2-33e3-4e63-9fe0-adfdfb3eb6c3
